a	/a/
atenderlos	/atendeɾlos/
atenderme	/atendeɾme/
atendernos	/atendeɾnos/
atenderte	/atendeɾte/
atendí	/atenˈdi/
atendía	/atenˈdia/
atendían	/atenˈdian/
atendida	/atendiða/
atendidas	/atendiðas/
atendido	/atendiðo/
atendidos	/atendiðos/
atendiendo	/atendjendo/
atendiera	/atendjeɾa/
atendieron	/atendjeɾon/
atendió	/atenˈdjo/
atendiste	/atendiste/
atenea	/atenea/
atenemos	/atenemos/
atener	/ateneɾ/
atenerme	/ateneɾme/
atenernos	/ateneɾnos/
atenerse	/ateneɾse/
atenerte	/ateneɾte/
atengo	/ateŋgo/
ateniense	/atenjense/
atenienses	/atenjenses/
atenta	/atenta/
atentado	/atentaðo/
atentados	/atentaðos/
atentamente	/atentamente/
atentar	/atentaɾ/
atentas	/atentas/
atente	/atente/
atentó	/atenˈto/
atento	/atento/
atentos	/atentos/
atenuado	/atenwaðo/
atenuante	/atenwante/
atenuantes	/atenwantes/
atenuar	/atenwaɾ/
ateo	/ateo/
ateos	/ateos/
aterciopelada	/ateɾθjopelaða/
aterciopelado	/ateɾθjopelaðo/
aterra	/atera/
aterraba	/ateraβa/
aterrada	/ateraða/
aterradas	/ateraðas/
aterrado	/ateraðo/
aterrador	/ateraðoɾ/
aterradora	/ateraðoɾa/
aterradoras	/ateraðoɾas/
aterradores	/ateraðoɾes/
aterrados	/ateraðos/
aterran	/ateran/
aterricé	/ateriˈθe/
aterrice	/ateriθe/
aterricemos	/ateriθemos/
aterricen	/ateriθen/
aterrices	/ateriθes/
aterriza	/ateriθa/
aterrizaba	/ateriθaβa/
aterrizado	/ateriθaðo/
aterrizaje	/ateriθaxe/
aterrizajes	/ateriθaxes/
aterrizamos	/ateriθamos/
aterrizan	/ateriθan/
aterrizando	/ateriθando/
aterrizar	/ateriθaɾ/
aterrizará	/ateriθaˈɾa/
aterrizara	/ateriθaɾa/
aterrizarán	/ateriθaˈɾan/
aterrizaré	/ateriθaˈɾe/
aterrizaremos	/ateriθaɾemos/
aterrizaron	/ateriθaɾon/
aterrizas	/ateriθas/
aterrizaste	/ateriθaste/
aterrizó	/ateriˈθo/
aterrizo	/ateriθo/
aterró	/ateˈro/
aterroriza	/ateroɾiθa/
aterrorizaba	/ateroɾiθaβa/
aterrorizada	/ateroɾiθaða/
aterrorizadas	/ateroɾiθaðas/
aterrorizado	/ateroɾiθaðo/
aterrorizados	/ateroɾiθaðos/
aterrorizan	/ateroɾiθan/
aterrorizando	/ateroɾiθando/
aterrorizar	/ateroɾiθaɾ/
aterrorizaron	/ateroɾiθaɾon/
aterrorizó	/ateroɾiˈθo/
ates	/ates/
atesora	/atesoɾa/
atesorar	/atesoɾaɾ/
atesoraré	/atesoɾaˈɾe/
atesoro	/atesoɾo/
atestada	/atestaða/
atestadas	/atestaðas/
atestado	/atestaðo/
atestados	/atestaðos/
atestigua	/atestiɣwa/
atestiguado	/atestiɣwaðo/
atestiguan	/atestiɣwan/
atestiguar	/atestiɣwaɾ/
atestiguarlo	/atestiɣwaɾlo/
atestiguó	/atestiˈɣwo/
atiborrado	/atiβoraðo/
ático	/ˈatiko/
áticos	/ˈatikos/
atienda	/atjenda/
atiendan	/atjendan/
atiendas	/atjendas/
atiende	/atjende/
atienden	/atjenden/
atiendes	/atjendes/
atiendo	/atjendo/
atiene	/atjene/
atípica	/aˈtipika/
atípico	/aˈtipiko/
atípicos	/aˈtipikos/
atisbo	/atizβo/
atiza	/atiθa/
atizador	/atiθaðoɾ/
atizar	/atiθaɾ/
atlante	/atlante/
atlántica	/aˈtlantika/
atlántico	/aˈtlantiko/
atlas	/atlas/
atleta	/atleta/
atletas	/atletas/
atlética	/aˈtletika/
atléticas	/aˈtletikas/
atlético	/aˈtletiko/
atléticos	/aˈtletikos/
atletismo	/atletizmo/
atmósfera	/aˈtmosfeɾa/
atmósferas	/aˈtmosfeɾas/
atmosférica	/atmoˈsfeɾika/
atmosféricas	/atmoˈsfeɾikas/
atmosférico	/atmoˈsfeɾiko/
atmosféricos	/atmoˈsfeɾikos/
ató	/aˈto/
ato	/ato/
atolladero	/atoʎaðeɾo/
atolón	/atoˈlon/
atolondrada	/atolondɾaða/
atolondrado	/atolondɾaðo/
atómica	/aˈtomika/
atómicas	/aˈtomikas/
atómico	/aˈtomiko/
atómicos	/aˈtomikos/
átomo	/ˈatomo/
átomos	/ˈatomos/
atónita	/aˈtonita/
atónito	/aˈtonito/
atónitos	/aˈtonitos/
atontada	/atontaða/
atontado	/atontaðo/
atontados	/atontaðos/
atora	/atoɾa/
atorada	/atoɾaða/
atoradas	/atoɾaðas/
atorado	/atoɾaðo/
atorados	/atoɾaðos/
atoré	/atoˈɾe/
atormenta	/atoɾmenta/
atormentaba	/atoɾmentaβa/
atormentaban	/atoɾmentaβan/
atormentada	/atoɾmentaða/
atormentadas	/atoɾmentaðas/
atormentado	/atoɾmentaðo/
atormentador	/atoɾmentaðoɾ/
atormentados	/atoɾmentaðos/
atormentan	/atoɾmentan/
atormentando	/atoɾmentando/
atormentándome	/atoɾmenˈtandome/
atormentar	/atoɾmentaɾ/
atormentará	/atoɾmentaˈɾa/
atormentarme	/atoɾmentaɾme/
atormentarnos	/atoɾmentaɾnos/
atormentarte	/atoɾmentaɾte/
atormentas	/atoɾmentas/
atormente	/atoɾmente/
atormentes	/atoɾmentes/
atormentó	/atoɾmenˈto/
atormento	/atoɾmento/
atornilla	/atoɾniʎa/
atornillada	/atoɾniʎaða/
atornillado	/atoɾniʎaðo/
atornillar	/atoɾniʎaɾ/
atoró	/atoˈɾo/
atoro	/atoɾo/
atorrante	/atorante/
atraca	/atɾaka/
atracadero	/atɾakaðeɾo/
atracado	/atɾakaðo/
atracador	/atɾakaðoɾ/
atracadores	/atɾakaðoɾes/
atracados	/atɾakaðos/
atracamos	/atɾakamos/
atracan	/atɾakan/
atracando	/atɾakando/
atracar	/atɾakaɾ/
atracaremos	/atɾakaɾemos/
atracaron	/atɾakaɾon/
atracción	/atɾaˈkθjon/
atracciones	/atɾakθjones/
atracó	/atɾaˈko/
atraco	/atɾako/
atracón	/atɾaˈkon/
atracos	/atɾakos/
atractiva	/atɾaktiβa/
atractivas	/atɾaktiβas/
atractivo	/atɾaktiβo/
atractivos	/atɾaktiβos/
atrae	/atɾae/
atraemos	/atɾaemos/
atraen	/atɾaen/
atraer	/atɾaeɾ/
atraerá	/atɾaeˈɾa/
atraerán	/atɾaeˈɾan/
atraerás	/atɾaeˈɾas/
atraeré	/atɾaeˈɾe/
atraeremos	/atɾaeɾemos/
atraería	/atɾaeˈɾia/
atraerla	/atɾaeɾla/
atraerle	/atɾaeɾle/
atraerlo	/atɾaeɾlo/
atraerlos	/atɾaeɾlos/
atraerme	/atɾaeɾme/
atraernos	/atɾaeɾnos/
atraerte	/atɾaeɾte/
atraes	/atɾaes/
atraganta	/atɾaɣanta/
atragantado	/atɾaɣantaðo/
atragantando	/atɾaɣantando/
atragantar	/atɾaɣantaɾ/
atragante	/atɾaɣante/
atragantes	/atɾaɣantes/
atragantó	/atɾaɣanˈto/
atraía	/atɾaˈia/
atraían	/atɾaˈian/
atraída	/atɾaˈiða/
atraídas	/atɾaˈiðas/
atraído	/atɾaˈiðo/
atraídos	/atɾaˈiðos/
atraiga	/atɾaiɣa/
atraigan	/atɾaiɣan/
atraigas	/atɾaiɣas/
atraigo	/atɾaiɣo/
atraje	/atɾaxe/
atrajera	/atɾaxeɾa/
atrajeron	/atɾaxeɾon/
atrajiste	/atɾaxiste/
atrajo	/atɾaxo/
atrancada	/atɾaŋkaða/
atrancado	/atɾaŋkaðo/
atrapa	/atɾapa/
atrapaba	/atɾapaβa/
atrapaban	/atɾapaβan/
atrapad	/atɾapað/
atrapada	/atɾapaða/
atrapadas	/atɾapaðas/
atrapado	/atɾapaðo/
atrapados	/atɾapaðos/
atrapamos	/atɾapamos/
atrapan	/atɾapan/
atrapando	/atɾapando/
atrapar	/atɾapaɾ/
atrapará	/atɾapaˈɾa/
atrapara	/atɾapaɾa/
atraparán	/atɾapaˈɾan/
atraparan	/atɾapaɾan/
atraparás	/atɾapaˈɾas/
atraparas	/atɾapaɾas/
atraparé	/atɾapaˈɾe/
atrapare	/atɾapaɾe/
atraparemos	/atɾapaɾemos/
atraparía	/atɾapaˈɾia/
atraparíamos	/atɾapaˈɾiamos/
atraparían	/atɾapaˈɾian/
atraparla	/atɾapaɾla/
atraparlas	/atɾapaɾlas/
atraparle	/atɾapaɾle/
atraparles	/atɾapaɾles/
atraparlo	/atɾapaɾlo/
atraparlos	/atɾapaɾlos/
atraparme	/atɾapaɾme/
atraparnos	/atɾapaɾnos/
atraparon	/atɾapaɾon/
atraparte	/atɾapaɾte/
atrapas	/atɾapas/
atrapaste	/atɾapaste/
atrapé	/atɾaˈpe/
atrape	/atɾape/
atrapemos	/atɾapemos/
atrapen	/atɾapen/
atrapes	/atɾapes/
atrapó	/atɾaˈpo/
atrapo	/atɾapo/
atraque	/atɾake/
atrás	/aˈtɾas/
atrasa	/atɾasa/
atrasada	/atɾasaða/
atrasadas	/atɾasaðas/
atrasado	/atɾasaðo/
atrasados	/atɾasaðos/
atrasamos	/atɾasamos/
atrasando	/atɾasando/
atrasar	/atɾasaɾ/
atrasas	/atɾasas/
atrasé	/atɾaˈse/
atrase	/atɾase/
atrases	/atɾases/
atrasó	/atɾaˈso/
atraso	/atɾaso/
atrasos	/atɾasos/
atravesaba	/atɾaβesaβa/
atravesaban	/atɾaβesaβan/
atravesada	/atɾaβesaða/
atravesado	/atɾaβesaðo/
atravesamos	/atɾaβesamos/
atravesando	/atɾaβesando/
atravesar	/atɾaβesaɾ/
atravesará	/atɾaβesaˈɾa/
atravesara	/atɾaβesaɾa/
atravesarán	/atɾaβesaˈɾan/
atravesaré	/atɾaβesaˈɾe/
atravesaremos	/atɾaβesaɾemos/
atravesaría	/atɾaβesaˈɾia/
atravesarla	/atɾaβesaɾla/
atravesarlas	/atɾaβesaɾlas/
atravesarlo	/atɾaβesaɾlo/
atravesaron	/atɾaβesaɾon/
atravesaste	/atɾaβesaste/
atravesé	/atɾaβeˈse/
atravesemos	/atɾaβesemos/
atravesó	/atɾaβeˈso/
atraviesa	/atɾaβjesa/
atraviesan	/atɾaβjesan/
atraviesas	/atɾaβjesas/
atraviese	/atɾaβjese/
atraviesen	/atɾaβjesen/
atravieses	/atɾaβjeses/
atravieso	/atɾaβjeso/
atrayendo	/atɾaʝendo/
atrayente	/atɾaʝente/
atreva	/atɾeβa/
atrevan	/atɾeβan/
atrevas	/atɾeβas/
atreve	/atɾeβe/
atrevéis	/atɾeˈβeis/
atrevemos	/atɾeβemos/
atreven	/atɾeβen/
atrever	/atɾeβeɾ/
atreverá	/atɾeβeˈɾa/
atreverán	/atɾeβeˈɾan/
atreverás	/atɾeβeˈɾas/
atreveré	/atɾeβeˈɾe/
atrevería	/atɾeβeˈɾia/
atreverían	/atɾeβeˈɾian/
atreverías	/atɾeβeˈɾias/
atreverme	/atɾeβeɾme/
atreverse	/atɾeβeɾse/
atreverte	/atɾeβeɾte/
atreves	/atɾeβes/
atreví	/atɾeˈβi/
atrevía	/atɾeˈβia/
atrevían	/atɾeˈβian/
atrevida	/atɾeβiða/
atrevidas	/atɾeβiðas/
atrevido	/atɾeβiðo/
atrevidos	/atɾeβiðos/
atreviera	/atɾeβjeɾa/
atrevieron	/atɾeβjeɾon/
atrevimiento	/atɾeβimjento/
atrevió	/atɾeˈβjo/
atreviste	/atɾeβiste/
atrevo	/atɾeβo/
atribuida	/atɾiβwiða/
atribuido	/atɾiβwiðo/
atribuidos	/atɾiβwiðos/
atribuir	/atɾiβwiɾ/
atribuirse	/atɾiβwiɾse/
atribulada	/atɾiβulaða/
atribulado	/atɾiβulaðo/
atributo	/atɾiβuto/
atributos	/atɾiβutos/
atribuye	/atɾiβuʝe/
atribuyen	/atɾiβuʝen/
atribuyes	/atɾiβuʝes/
atribuyó	/atɾiβuˈʝo/
atribuyo	/atɾiβuʝo/
atril	/atɾil/
atrincherado	/atɾiɲtʃeɾaðo/
atrincherados	/atɾiɲtʃeɾaðos/
atrio	/atɾjo/
atrios	/atɾjos/
atroces	/atɾoθes/
atrocidad	/atɾoθiðað/
atrocidades	/atɾoθiðaðes/
atrofia	/atɾofja/
atrofiado	/atɾofjaðo/
atrofiados	/atɾofjaðos/
atronador	/atɾonaðoɾ/
atropella	/atɾopeʎa/
atropellada	/atɾopeʎaða/
atropellado	/atɾopeʎaðo/
atropellados	/atɾopeʎaðos/
atropellamiento	/atɾopeʎamjento/
atropellamos	/atɾopeʎamos/
atropellan	/atɾopeʎan/
atropellar	/atɾopeʎaɾ/
atropellara	/atɾopeʎaɾa/
atropellaran	/atɾopeʎaɾan/
atropellarla	/atɾopeʎaɾla/
atropellarlo	/atɾopeʎaɾlo/
atropellarme	/atɾopeʎaɾme/
atropellaron	/atɾopeʎaɾon/
atropellarte	/atɾopeʎaɾte/
atropellas	/atɾopeʎas/
atropellaste	/atɾopeʎaste/
atropellé	/atɾopeˈʎe/
atropelle	/atɾopeʎe/
atropellen	/atɾopeʎen/
atropelló	/atɾopeˈʎo/
atropello	/atɾopeʎo/
atropina	/atɾopina/
atroz	/atɾoθ/
atuendo	/atwendo/
atuendos	/atwendos/
atún	/aˈtun/
atunes	/atunes/
aturde	/atuɾðe/
aturdida	/atuɾðiða/
aturdido	/atuɾðiðo/
aturdidor	/atuɾðiðoɾ/
aturdidora	/atuɾðiðoɾa/
aturdidores	/atuɾðiðoɾes/
aturdidos	/atuɾðiðos/
aturdimiento	/atuɾðimjento/
aturdir	/atuɾðiɾ/
audaces	/auðaθes/
audacia	/auðaθja/
audaz	/auðaθ/
audazmente	/auðaθmente/
audible	/auðiβle/
audición	/auðiˈθjon/
audiciones	/auðiθjones/
audiencia	/auðjenθja/
audiencias	/auðjenθjas/
audio	/auðjo/
audiovisual	/auðjoβiswal/
audiovisuales	/auðjoβiswales/
auditar	/auðitaɾ/
auditiva	/auðitiβa/
auditivas	/auðitiβas/
auditivo	/auðitiβo/
auditivos	/auðitiβos/
auditor	/auðitoɾ/
auditores	/auðitoɾes/
auditoría	/auðitoˈɾia/
auditorías	/auðitoˈɾias/
auditorio	/auðitoɾjo/
auge	/auxe/
augura	/auɣuɾa/
augurio	/auɣuɾjo/
augurios	/auɣuɾjos/
augusta	/auɣusta/
augusto	/auɣusto/
aula	/aula/
aulas	/aulas/
aullaba	/auʎaβa/
aullador	/auʎaðoɾ/
aulladores	/auʎaðoɾes/
aullando	/auʎando/
aullar	/auʎaɾ/
aullido	/auʎiðo/
aullidos	/auʎiðos/
aumenta	/aumenta/
aumentaba	/aumentaβa/
aumentaban	/aumentaβan/
aumentada	/aumentaða/
aumentado	/aumentaðo/
aumentamos	/aumentamos/
aumentan	/aumentan/
aumentando	/aumentando/
aumentar	/aumentaɾ/
aumentará	/aumentaˈɾa/
aumentara	/aumentaɾa/
aumentarán	/aumentaˈɾan/
aumentaré	/aumentaˈɾe/
aumentaremos	/aumentaɾemos/
aumentaría	/aumentaˈɾia/
aumentarla	/aumentaɾla/
aumentarlo	/aumentaɾlo/
aumentaron	/aumentaɾon/
aumentas	/aumentas/
aumentaste	/aumentaste/
aumenté	/aumenˈte/
aumente	/aumente/
aumentemos	/aumentemos/
aumenten	/aumenten/
aumentó	/aumenˈto/
aumento	/aumento/
aumentos	/aumentos/
aún	/aˈun/
aun	/aun/
aunar	/aunaɾ/
aunque	/auŋke/
aúpa	/aˈupa/
aura	/auɾa/
auras	/auɾas/
aureola	/auɾeola/
aurícula	/auˈɾikula/
auricular	/auɾikulaɾ/
auriculares	/auɾikulaɾes/
aurora	/auɾoɾa/
auroras	/auɾoɾas/
ausencia	/ausenθja/
ausencias	/ausenθjas/
ausenta	/ausenta/
ausentado	/ausentaðo/
ausentarme	/ausentaɾme/
ausentarse	/ausentaɾse/
ausente	/ausente/
ausentes	/ausentes/
ausentó	/ausenˈto/
ausento	/ausento/
auspiciado	/auspiθjaðo/
auspicio	/auspiθjo/
auspicios	/auspiθjos/
austera	/austeɾa/
austeridad	/austeɾiðað/
austero	/austeɾo/
austral	/austɾal/
Australia	/austɾalja/
australiana	/austɾaljana/
australianas	/austɾaljanas/
australiano	/austɾaljano/
australianos	/austɾaljanos/
Austria	/austɾja/
austríaca	/auˈstɾiaka/
austriaca	/austɾjaka/
austríaco	/auˈstɾiako/
austriaco	/austɾjako/
austríacos	/auˈstɾiakos/
austriacos	/austɾjakos/
auténtica	/auˈtentika/
autentica	/autentika/
autenticación	/autentikaˈθjon/
auténticamente	/auˈtentikamente/
autenticar	/autentikaɾ/
auténticas	/auˈtentikas/
autenticas	/autentikas/
autenticidad	/autentiθiðað/
auténtico	/auˈtentiko/
autentico	/autentiko/
auténticos	/auˈtentikos/
autentificar	/autentifikaɾ/
autista	/autista/
autistas	/autistas/
auto	/auto/
autobiografía	/autoβjoɣɾaˈfia/
autobiográfica	/autoβjoˈɣɾafika/
autobiográfico	/autoβjoˈɣɾafiko/
autobús	/autoˈβus/
autobuses	/autoβuses/
autocar	/autokaɾ/
autocracia	/autokɾaθja/
autóctona	/auˈtoktona/
autografiada	/autoɣɾafjaða/
autografiadas	/autoɣɾafjaðas/
autografiado	/autoɣɾafjaðo/
autografiar	/autoɣɾafjaɾ/
autógrafo	/auˈtoɣɾafo/
autógrafos	/auˈtoɣɾafos/
autómata	/auˈtomata/
autómatas	/auˈtomatas/
automática	/autoˈmatika/
automáticamente	/autoˈmatikamente/
automáticas	/autoˈmatikas/
automático	/autoˈmatiko/
automáticos	/autoˈmatikos/
automatización	/automatiθaˈθjon/
automatizada	/automatiθaða/
automatizado	/automatiθaðo/
automotor	/automotoɾ/
automotores	/automotoɾes/
automotrices	/automotɾiθes/
automotriz	/automotɾiθ/
automóvil	/autoˈmoβil/
automóviles	/autoˈmoβiles/
automovilismo	/automoβilizmo/
automovilista	/automoβilista/
automovilistas	/automoβilistas/
automovilística	/automoβiˈlistika/
automovilístico	/automoβiˈlistiko/
automovilísticos	/automoβiˈlistikos/
autónoma	/auˈtonoma/
autonomía	/autonoˈmia/
autónomo	/auˈtonomo/
autónomos	/auˈtonomos/
autopista	/autopista/
autopistas	/autopistas/
autopsia	/autopsja/
autopsias	/autopsjas/
autor	/autoɾ/
autora	/autoɾa/
autores	/autoɾes/
autoría	/autoˈɾia/
autoricé	/autoɾiˈθe/
autorice	/autoɾiθe/
autoricen	/autoɾiθen/
autoridad	/autoɾiðað/
autoridades	/autoɾiðaðes/
autoritaria	/autoɾitaɾja/
autoritario	/autoɾitaɾjo/
autoriza	/autoɾiθa/
autorización	/autoɾiθaˈθjon/
autorizaciones	/autoɾiθaθjones/
autorizada	/autoɾiθaða/
autorizadas	/autoɾiθaðas/
autorizado	/autoɾiθaðo/
autorizados	/autoɾiθaðos/
autorizan	/autoɾiθan/
autorizando	/autoɾiθando/
autorizar	/autoɾiθaɾ/
autorizará	/autoɾiθaˈɾa/
autorizaré	/autoɾiθaˈɾe/
autorizarlo	/autoɾiθaɾlo/
autorizaron	/autoɾiθaɾon/
autorizaste	/autoɾiθaste/
autorizó	/autoɾiˈθo/
autorizo	/autoɾiθo/
autorretrato	/autoretɾato/
autos	/autos/
autoservicio	/autoseɾβiθjo/
autosuficiencia	/autosufiθjenθja/
autovía	/autoˈβia/
auxiliar	/auksiljaɾ/
auxiliares	/auksiljaɾes/
auxilio	/auksiljo/
auxilios	/auksiljos/
aval	/aβal/
avala	/aβala/
avalado	/aβalaðo/
avalancha	/aβalaɲtʃa/
avalanchas	/aβalaɲtʃas/
avalar	/aβalaɾ/
avancé	/aβanˈθe/
avance	/aβanθe/
avancemos	/aβanθemos/
avancen	/aβanθen/
avances	/aβanθes/
avante	/aβante/
avanza	/aβanθa/
avanzaba	/aβanθaβa/
avanzábamos	/aβanˈθaβamos/
avanzaban	/aβanθaβan/
avanzad	/aβanθað/
avanzada	/aβanθaða/
avanzadas	/aβanθaðas/
avanzadilla	/aβanθaðiʎa/
avanzado	/aβanθaðo/
avanzados	/aβanθaðos/
avanzamos	/aβanθamos/
avanzan	/aβanθan/
avanzando	/aβanθando/
avanzar	/aβanθaɾ/
avanzará	/aβanθaˈɾa/
avanzara	/aβanθaɾa/
avanzarán	/aβanθaˈɾan/
avanzaré	/aβanθaˈɾe/
avanzaremos	/aβanθaɾemos/
avanzaron	/aβanθaɾon/
avanzas	/aβanθas/
avanzaste	/aβanθaste/
avanzó	/aβanˈθo/
avanzo	/aβanθo/
avara	/aβaɾa/
avaricia	/aβaɾiθja/
avariciosa	/aβaɾiθjosa/
avaricioso	/aβaɾiθjoso/
avariciosos	/aβaɾiθjosos/
avaro	/aβaɾo/
avaros	/aβaɾos/
avasallar	/aβasaʎaɾ/
avatar	/aβataɾ/
avatares	/aβataɾes/
ave	/aβe/
aveces	/aβeθes/
avecina	/aβeθina/
avecinaba	/aβeθinaβa/
avecinan	/aβeθinan/
avellana	/aβeʎana/
avellanas	/aβeʎanas/
avemarías	/aβemaˈɾias/
avena	/aβena/
avenida	/aβeniða/
avenidas	/aβeniðas/
aventaja	/aβentaxa/
aventar	/aβentaɾ/
aventó	/aβenˈto/
aventura	/aβentuɾa/
aventurado	/aβentuɾaðo/
aventuran	/aβentuɾan/
aventurar	/aβentuɾaɾ/
aventuraría	/aβentuɾaˈɾia/
aventurarme	/aβentuɾaɾme/
aventurarse	/aβentuɾaɾse/
aventuras	/aβentuɾas/
aventurera	/aβentuɾeɾa/
aventurero	/aβentuɾeɾo/
aventureros	/aβentuɾeɾos/
avergoncé	/aβeɾɣonˈθe/
avergonzaba	/aβeɾɣonθaβa/
avergonzada	/aβeɾɣonθaða/
avergonzadas	/aβeɾɣonθaðas/
avergonzado	/aβeɾɣonθaðo/
avergonzados	/aβeɾɣonθaðos/
avergonzamos	/aβeɾɣonθamos/
avergonzando	/aβeɾɣonθando/
avergonzándome	/aβeɾɣonˈθandome/
avergonzar	/aβeɾɣonθaɾ/
avergonzará	/aβeɾɣonθaˈɾa/
avergonzara	/aβeɾɣonθaɾa/
avergonzarás	/aβeɾɣonθaˈɾas/
avergonzaré	/aβeɾɣonθaˈɾe/
avergonzaría	/aβeɾɣonθaˈɾia/
avergonzarme	/aβeɾɣonθaɾme/
avergonzarnos	/aβeɾɣonθaɾnos/
avergonzaros	/aβeɾɣonθaɾos/
avergonzarse	/aβeɾɣonθaɾse/
avergonzarte	/aβeɾɣonθaɾte/
avergonzaste	/aβeɾɣonθaste/
avergonzó	/aβeɾɣonˈθo/
avergüence	/aβeɾɣwenθe/
avergüences	/aβeɾɣwenθes/
avergüenza	/aβeɾɣwenθa/
avergüenzan	/aβeɾɣwenθan/
avergüenzas	/aβeɾɣwenθas/
avergüenzo	/aβeɾɣwenθo/
avería	/aβeˈɾia/
averiada	/aβeɾjaða/
averiado	/aβeɾjaðo/
averiados	/aβeɾjaðos/
averías	/aβeˈɾias/
averigua	/aβeɾiɣwa/
averiguaba	/aβeɾiɣwaβa/
averiguación	/aβeɾiɣwaˈθjon/
averiguaciones	/aβeɾiɣwaθjones/
averiguad	/aβeɾiɣwað/
averiguado	/aβeɾiɣwaðo/
averiguamos	/aβeɾiɣwamos/
averiguan	/aβeɾiɣwan/
averiguando	/aβeɾiɣwando/
averiguar	/aβeɾiɣwaɾ/
averiguará	/aβeɾiɣwaˈɾa/
averiguara	/aβeɾiɣwaɾa/
averiguarán	/aβeɾiɣwaˈɾan/
averiguaran	/aβeɾiɣwaɾan/
averiguarás	/aβeɾiɣwaˈɾas/
averiguaras	/aβeɾiɣwaɾas/
averiguaré	/aβeɾiɣwaˈɾe/
averiguare	/aβeɾiɣwaɾe/
averiguaremos	/aβeɾiɣwaɾemos/
averiguaría	/aβeɾiɣwaˈɾia/
averiguarlo	/aβeɾiɣwaɾlo/
averiguaron	/aβeɾiɣwaɾon/
averiguas	/aβeɾiɣwas/
averiguase	/aβeɾiɣwase/
averiguaste	/aβeɾiɣwaste/
averigüé	/aβeɾiˈɣwe/
averigüe	/aβeɾiɣwe/
averigüemos	/aβeɾiɣwemos/
averigüen	/aβeɾiɣwen/
averigües	/aβeɾiɣwes/
averiguó	/aβeɾiˈɣwo/
averiguo	/aβeɾiɣwo/
averió	/aβeˈɾjo/
averno	/aβeɾno/
aversión	/aβeˈɾsjon/
aves	/aβes/
avestruces	/aβestɾuθes/
avestruz	/aβestɾuθ/
aviación	/aβjaˈθjon/
aviador	/aβjaðoɾ/
aviadora	/aβjaðoɾa/
aviadores	/aβjaðoɾes/
aviar	/aβjaɾ/
avícola	/aˈβikola/
ávida	/ˈaβiða/
avidez	/aβiðeθ/
ávido	/ˈaβiðo/
ávidos	/ˈaβiðos/
avienta	/aβjenta/
avión	/aˈβjon/
aviones	/aβjones/
avioneta	/aβjoneta/
avionetas	/aβjonetas/
avisa	/aβisa/
avisaba	/aβisaβa/
avisad	/aβisað/
avisada	/aβisaða/
avisado	/aβisaðo/
avisados	/aβisaðos/
avisamos	/aβisamos/
avisan	/aβisan/
avisando	/aβisando/
avisar	/aβisaɾ/
avisará	/aβisaˈɾa/
avisara	/aβisaɾa/
avisarán	/aβisaˈɾan/
avisaran	/aβisaɾan/
avisarás	/aβisaˈɾas/
avisaras	/aβisaɾas/
avisaré	/aβisaˈɾe/
avisare	/aβisaɾe/
avisaremos	/aβisaɾemos/
avisaría	/aβisaˈɾia/
avisarla	/aβisaɾla/
avisarle	/aβisaɾle/
avisarles	/aβisaɾles/
avisarlo	/aβisaɾlo/
avisarme	/aβisaɾme/
avisarnos	/aβisaɾnos/
avisaron	/aβisaɾon/
avisaros	/aβisaɾos/
avisarte	/aβisaɾte/
avisas	/aβisas/
avisaste	/aβisaste/
avisé	/aβiˈse/
avise	/aβise/
avisemos	/aβisemos/
avisen	/aβisen/
avises	/aβises/
avisó	/aβiˈso/
aviso	/aβiso/
avisos	/aβisos/
avispa	/aβispa/
avispado	/aβispaðo/
avispas	/aβispas/
avispero	/aβispeɾo/
avispón	/aβiˈspon/
avispones	/aβispones/
avistado	/aβistaðo/
avistados	/aβistaðos/
avistamos	/aβistamos/
avistar	/aβistaɾ/
aviva	/aβiβa/
avivado	/aβiβaðo/
avivando	/aβiβando/
avivar	/aβiβaɾ/
avivas	/aβiβas/
axial	/aksjal/
axila	/aksila/
axilas	/aksilas/
axioma	/aksjoma/
axis	/aksis/
ay	/ˈaj/
aya	/aʝa/
ayer	/aʝeɾ/
ayuda	/aʝuða/
ayudaba	/aʝuðaβa/
ayudábamos	/aʝuˈðaβamos/
ayudaban	/aʝuðaβan/
ayudabas	/aʝuðaβas/
ayudad	/aʝuðað/
ayudada	/aʝuðaða/
ayudado	/aʝuðaðo/
ayudados	/aʝuðaðos/
ayudáis	/aʝuˈðais/
ayudamos	/aʝuðamos/
ayudan	/aʝuðan/
ayudando	/aʝuðando/
ayudándola	/aʝuˈðandola/
ayudándole	/aʝuˈðandole/
ayudándoles	/aʝuˈðandoles/
ayudándolo	/aʝuˈðandolo/
ayudándolos	/aʝuˈðandolos/
ayudándome	/aʝuˈðandome/
ayudándonos	/aʝuˈðandonos/
ayudándote	/aʝuˈðandote/
ayudante	/aʝuðante/
ayudantes	/aʝuðantes/
ayudar	/aʝuðaɾ/
ayudará	/aʝuðaˈɾa/
ayudara	/aʝuðaɾa/
ayudáramos	/aʝuˈðaɾamos/
ayudarán	/aʝuðaˈɾan/
ayudaran	/aʝuðaɾan/
ayudarás	/aʝuðaˈɾas/
ayudaras	/aʝuðaɾas/
ayudaré	/aʝuðaˈɾe/
ayudare	/aʝuðaɾe/
ayudaréis	/aʝuðaˈɾeis/
ayudaremos	/aʝuðaɾemos/
ayudaría	/aʝuðaˈɾia/
